定日镜序号,吸收塔x坐标(m),吸收塔y坐标(m),定日镜宽度(m),定日镜高度(m),定日镜x坐标(m),定日镜y坐标(m),定日镜z坐标(m),镜面面积(m2)
793,0.0,0.0,6.0,6.0,-165.916,-158.2,4.0,36.0
794,0.0,0.0,6.0,6.0,-155.548,-168.405,4.0,36.0
795,0.0,0.0,6.0,6.0,-144.554,-177.931,4.0,36.0
796,0.0,0.0,6.0,6.0,-132.978,-186.741,4.0,36.0
797,0.0,0.0,6.0,6.0,-120.866,-194.799,4.0,36.0
798,0.0,0.0,6.0,6.0,-108.268,-202.073,4.0,36.0
799,0.0,0.0,6.0,6.0,-95.234,-208.533,4.0,36.0
800,0.0,0.0,6.0,6.0,-81.816,-214.153,4.0,36.0
801,0.0,0.0,6.0,6.0,-68.069,-218.911,4.0,36.0
802,0.0,0.0,6.0,6.0,-54.048,-222.788,4.0,36.0
803,0.0,0.0,6.0,6.0,-39.809,-225.767,4.0,36.0
804,0.0,0.0,6.0,6.0,-25.41,-227.837,4.0,36.0
805,0.0,0.0,6.0,6.0,-10.908,-228.99,4.0,36.0
806,0.0,0.0,6.0,6.0,3.637,-229.221,4.0,36.0
807,0.0,0.0,6.0,6.0,18.168,-228.529,4.0,36.0
808,0.0,0.0,6.0,6.0,32.626,-226.916,4.0,36.0
809,0.0,0.0,6.0,6.0,46.952,-224.39,4.0,36.0
810,0.0,0.0,6.0,6.0,61.089,-220.961,4.0,36.0
811,0.0,0.0,6.0,6.0,74.98,-216.641,4.0,36.0
812,0.0,0.0,6.0,6.0,88.57,-211.45,4.0,36.0
813,0.0,0.0,6.0,6.0,101.802,-205.406,4.0,36.0
814,0.0,0.0,6.0,6.0,114.625,-198.536,4.0,36.0
815,0.0,0.0,6.0,6.0,126.986,-190.866,4.0,36.0
816,0.0,0.0,6.0,6.0,138.836,-182.428,4.0,36.0
817,0.0,0.0,6.0,6.0,150.127,-173.255,4.0,36.0
818,0.0,0.0,6.0,6.0,160.813,-163.385,4.0,36.0
819,0.0,0.0,6.0,6.0,170.852,-152.857,4.0,36.0
820,0.0,0.0,6.0,6.0,180.203,-141.713,4.0,36.0
821,0.0,0.0,6.0,6.0,188.828,-129.998,4.0,36.0
822,0.0,0.0,6.0,6.0,196.693,-117.76,4.0,36.0
823,0.0,0.0,6.0,6.0,203.765,-105.048,4.0,36.0
824,0.0,0.0,6.0,6.0,210.018,-91.913,4.0,36.0
825,0.0,0.0,6.0,6.0,215.424,-78.408,4.0,36.0
826,0.0,0.0,6.0,6.0,219.964,-64.587,4.0,36.0
827,0.0,0.0,6.0,6.0,223.617,-50.506,4.0,36.0
828,0.0,0.0,6.0,6.0,226.37,-36.222,4.0,36.0
829,0.0,0.0,6.0,6.0,228.212,-21.792,4.0,36.0
830,0.0,0.0,6.0,6.0,229.134,-7.274,4.0,36.0
831,0.0,0.0,6.0,6.0,242.266,15.091,4.0,36.0
832,0.0,0.0,6.0,6.0,240.859,30.123,4.0,36.0
833,0.0,0.0,6.0,6.0,238.52,45.039,4.0,36.0
834,0.0,0.0,6.0,6.0,235.259,59.781,4.0,36.0
835,0.0,0.0,6.0,6.0,231.087,74.291,4.0,36.0
836,0.0,0.0,6.0,6.0,226.021,88.514,4.0,36.0
837,0.0,0.0,6.0,6.0,220.081,102.394,4.0,36.0
838,0.0,0.0,6.0,6.0,213.29,115.878,4.0,36.0
839,0.0,0.0,6.0,6.0,205.673,128.914,4.0,36.0
840,0.0,0.0,6.0,6.0,197.261,141.452,4.0,36.0
841,0.0,0.0,6.0,6.0,188.085,153.442,4.0,36.0
842,0.0,0.0,6.0,6.0,178.182,164.838,4.0,36.0
843,0.0,0.0,6.0,6.0,167.589,175.597,4.0,36.0
844,0.0,0.0,6.0,6.0,156.348,185.676,4.0,36.0
845,0.0,0.0,6.0,6.0,144.502,195.037,4.0,36.0
846,0.0,0.0,6.0,6.0,132.097,203.643,4.0,36.0
847,0.0,0.0,6.0,6.0,119.181,211.462,4.0,36.0
848,0.0,0.0,6.0,6.0,105.804,218.462,4.0,36.0
849,0.0,0.0,6.0,6.0,92.018,224.617,4.0,36.0
850,0.0,0.0,6.0,6.0,77.876,229.904,4.0,36.0
851,0.0,0.0,6.0,6.0,63.432,234.3,4.0,36.0
852,0.0,0.0,6.0,6.0,48.743,237.791,4.0,36.0
853,0.0,0.0,6.0,6.0,33.865,240.361,4.0,36.0
854,0.0,0.0,6.0,6.0,18.857,242.002,4.0,36.0
855,0.0,0.0,6.0,6.0,3.775,242.706,4.0,36.0
856,0.0,0.0,6.0,6.0,-11.321,242.471,4.0,36.0
857,0.0,0.0,6.0,6.0,-26.374,241.298,4.0,36.0
858,0.0,0.0,6.0,6.0,-41.324,239.192,4.0,36.0
859,0.0,0.0,6.0,6.0,-56.115,236.16,4.0,36.0
860,0.0,0.0,6.0,6.0,-70.688,232.214,4.0,36.0
861,0.0,0.0,6.0,6.0,-84.988,227.371,4.0,36.0
862,0.0,0.0,6.0,6.0,-98.959,221.647,4.0,36.0
863,0.0,0.0,6.0,6.0,-112.547,215.066,4.0,36.0
864,0.0,0.0,6.0,6.0,-125.7,207.653,4.0,36.0
865,0.0,0.0,6.0,6.0,-138.367,199.437,4.0,36.0
866,0.0,0.0,6.0,6.0,-150.498,190.449,4.0,36.0
867,0.0,0.0,6.0,6.0,-162.047,180.724,4.0,36.0
868,0.0,0.0,6.0,6.0,-172.969,170.3,4.0,36.0
869,0.0,0.0,6.0,6.0,-183.222,159.217,4.0,36.0
870,0.0,0.0,6.0,6.0,-192.766,147.518,4.0,36.0
871,0.0,0.0,6.0,6.0,-201.564,135.248,4.0,36.0
872,0.0,0.0,6.0,6.0,-209.583,122.456,4.0,36.0
873,0.0,0.0,6.0,6.0,-216.79,109.189,4.0,36.0
874,0.0,0.0,6.0,6.0,-223.159,95.5,4.0,36.0
875,0.0,0.0,6.0,6.0,-228.665,81.442,4.0,36.0
876,0.0,0.0,6.0,6.0,-233.286,67.068,4.0,36.0
877,0.0,0.0,6.0,6.0,-237.004,52.435,4.0,36.0
878,0.0,0.0,6.0,6.0,-239.805,37.599,4.0,36.0
879,0.0,0.0,6.0,6.0,-241.679,22.618,4.0,36.0
880,0.0,0.0,6.0,6.0,-242.618,7.549,4.0,36.0
881,0.0,0.0,6.0,6.0,-242.618,-7.549,4.0,36.0
882,0.0,0.0,6.0,6.0,-241.679,-22.618,4.0,36.0
883,0.0,0.0,6.0,6.0,-239.805,-37.599,4.0,36.0
884,0.0,0.0,6.0,6.0,-237.004,-52.435,4.0,36.0
885,0.0,0.0,6.0,6.0,-233.286,-67.068,4.0,36.0
886,0.0,0.0,6.0,6.0,-228.665,-81.442,4.0,36.0
887,0.0,0.0,6.0,6.0,-223.159,-95.5,4.0,36.0
888,0.0,0.0,6.0,6.0,-216.79,-109.189,4.0,36.0
889,0.0,0.0,6.0,6.0,-209.583,-122.456,4.0,36.0
890,0.0,0.0,6.0,6.0,-201.564,-135.248,4.0,36.0
891,0.0,0.0,6.0,6.0,-192.766,-147.518,4.0,36.0
892,0.0,0.0,6.0,6.0,-183.222,-159.217,4.0,36.0
893,0.0,0.0,6.0,6.0,-172.969,-170.3,4.0,36.0
894,0.0,0.0,6.0,6.0,-162.047,-180.724,4.0,36.0
895,0.0,0.0,6.0,6.0,-150.498,-190.449,4.0,36.0
896,0.0,0.0,6.0,6.0,-138.367,-199.437,4.0,36.0
897,0.0,0.0,6.0,6.0,-125.7,-207.653,4.0,36.0
898,0.0,0.0,6.0,6.0,-112.547,-215.066,4.0,36.0
899,0.0,0.0,6.0,6.0,-98.959,-221.647,4.0,36.0
900,0.0,0.0,6.0,6.0,-84.988,-227.371,4.0,36.0
901,0.0,0.0,6.0,6.0,-70.688,-232.214,4.0,36.0
902,0.0,0.0,6.0,6.0,-56.115,-236.16,4.0,36.0
903,0.0,0.0,6.0,6.0,-41.324,-239.192,4.0,36.0
904,0.0,0.0,6.0,6.0,-26.374,-241.298,4.0,36.0
905,0.0,0.0,6.0,6.0,-11.321,-242.471,4.0,36.0
906,0.0,0.0,6.0,6.0,3.775,-242.706,4.0,36.0
907,0.0,0.0,6.0,6.0,18.857,-242.002,4.0,36.0
908,0.0,0.0,6.0,6.0,33.865,-240.361,4.0,36.0
909,0.0,0.0,6.0,6.0,48.743,-237.791,4.0,36.0
910,0.0,0.0,6.0,6.0,63.432,-234.3,4.0,36.0
911,0.0,0.0,6.0,6.0,77.876,-229.904,4.0,36.0
912,0.0,0.0,6.0,6.0,92.018,-224.617,4.0,36.0
913,0.0,0.0,6.0,6.0,105.804,-218.462,4.0,36.0
914,0.0,0.0,6.0,6.0,119.181,-211.462,4.0,36.0
915,0.0,0.0,6.0,6.0,132.097,-203.643,4.0,36.0
916,0.0,0.0,6.0,6.0,144.502,-195.037,4.0,36.0
917,0.0,0.0,6.0,6.0,156.348,-185.676,4.0,36.0
918,0.0,0.0,6.0,6.0,167.589,-175.597,4.0,36.0
919,0.0,0.0,6.0,6.0,178.182,-164.838,4.0,36.0
920,0.0,0.0,6.0,6.0,188.085,-153.442,4.0,36.0
921,0.0,0.0,6.0,6.0,197.261,-141.452,4.0,36.0
922,0.0,0.0,6.0,6.0,205.673,-128.914,4.0,36.0
923,0.0,0.0,6.0,6.0,213.29,-115.878,4.0,36.0
924,0.0,0.0,6.0,6.0,220.081,-102.394,4.0,36.0
925,0.0,0.0,6.0,6.0,226.021,-88.514,4.0,36.0
926,0.0,0.0,6.0,6.0,231.087,-74.291,4.0,36.0
927,0.0,0.0,6.0,6.0,235.259,-59.781,4.0,36.0
928,0.0,0.0,6.0,6.0,238.52,-45.039,4.0,36.0
929,0.0,0.0,6.0,6.0,240.859,-30.123,4.0,36.0
930,0.0,0.0,6.0,6.0,242.266,-15.091,4.0,36.0
931,0.0,0.0,6.0,6.0,242.735,0.0,4.0,36.0
932,0.0,0.0,6.0,6.0,256.121,7.122,4.0,36.0
933,0.0,0.0,6.0,6.0,255.33,21.345,4.0,36.0
934,0.0,0.0,6.0,6.0,253.749,35.502,4.0,36.0
935,0.0,0.0,6.0,6.0,251.384,49.549,4.0,36.0
936,0.0,0.0,6.0,6.0,248.241,63.443,4.0,36.0
937,0.0,0.0,6.0,6.0,244.332,77.141,4.0,36.0
938,0.0,0.0,6.0,6.0,239.667,90.601,4.0,36.0
939,0.0,0.0,6.0,6.0,234.262,103.78,4.0,36.0
940,0.0,0.0,6.0,6.0,228.132,116.639,4.0,36.0
941,0.0,0.0,6.0,6.0,221.297,129.137,4.0,36.0
942,0.0,0.0,6.0,6.0,213.779,141.236,4.0,36.0
943,0.0,0.0,6.0,6.0,205.599,152.898,4.0,36.0
944,0.0,0.0,6.0,6.0,196.784,164.088,4.0,36.0
945,0.0,0.0,6.0,6.0,187.361,174.771,4.0,36.0
946,0.0,0.0,6.0,6.0,177.358,184.913,4.0,36.0
947,0.0,0.0,6.0,6.0,166.808,194.484,4.0,36.0
948,0.0,0.0,6.0,6.0,155.741,203.454,4.0,36.0
949,0.0,0.0,6.0,6.0,144.194,211.795,4.0,36.0
950,0.0,0.0,6.0,6.0,132.201,219.481,4.0,36.0
951,0.0,0.0,6.0,6.0,119.799,226.489,4.0,36.0
952,0.0,0.0,6.0,6.0,107.026,232.796,4.0,36.0
953,0.0,0.0,6.0,6.0,93.923,238.385,4.0,36.0
954,0.0,0.0,6.0,6.0,80.53,243.236,4.0,36.0
955,0.0,0.0,6.0,6.0,66.888,247.336,4.0,36.0
956,0.0,0.0,6.0,6.0,53.039,250.671,4.0,36.0
957,0.0,0.0,6.0,6.0,39.026,253.231,4.0,36.0
958,0.0,0.0,6.0,6.0,24.892,255.008,4.0,36.0
959,0.0,0.0,6.0,6.0,10.682,255.998,4.0,36.0
960,0.0,0.0,6.0,6.0,-3.562,256.196,4.0,36.0
961,0.0,0.0,6.0,6.0,-17.794,255.602,4.0,36.0
962,0.0,0.0,6.0,6.0,-31.972,254.218,4.0,36.0
963,0.0,0.0,6.0,6.0,-46.05,252.048,4.0,36.0
964,0.0,0.0,6.0,6.0,-59.987,249.099,4.0,36.0
965,0.0,0.0,6.0,6.0,-73.738,245.381,4.0,36.0
966,0.0,0.0,6.0,6.0,-87.261,240.903,4.0,36.0
967,0.0,0.0,6.0,6.0,-100.514,235.682,4.0,36.0
968,0.0,0.0,6.0,6.0,-113.456,229.731,4.0,36.0
969,0.0,0.0,6.0,6.0,-126.048,223.071,4.0,36.0
970,0.0,0.0,6.0,6.0,-138.251,215.721,4.0,36.0
971,0.0,0.0,6.0,6.0,-150.026,207.705,4.0,36.0
972,0.0,0.0,6.0,6.0,-161.337,199.046,4.0,36.0
973,0.0,0.0,6.0,6.0,-172.15,189.772,4.0,36.0
974,0.0,0.0,6.0,6.0,-182.43,179.912,4.0,36.0
975,0.0,0.0,6.0,6.0,-192.147,169.495,4.0,36.0
976,0.0,0.0,6.0,6.0,-201.269,158.555,4.0,36.0
977,0.0,0.0,6.0,6.0,-209.77,147.124,4.0,36.0
978,0.0,0.0,6.0,6.0,-217.622,135.239,4.0,36.0
979,0.0,0.0,6.0,6.0,-224.802,122.935,4.0,36.0
980,0.0,0.0,6.0,6.0,-231.286,110.252,4.0,36.0
981,0.0,0.0,6.0,6.0,-237.056,97.228,4.0,36.0
982,0.0,0.0,6.0,6.0,-242.093,83.903,4.0,36.0
983,0.0,0.0,6.0,6.0,-246.382,70.32,4.0,36.0
984,0.0,0.0,6.0,6.0,-249.909,56.518,4.0,36.0
985,0.0,0.0,6.0,6.0,-252.664,42.542,4.0,36.0
986,0.0,0.0,6.0,6.0,-254.638,28.435,4.0,36.0
987,0.0,0.0,6.0,6.0,-255.824,14.239,4.0,36.0
988,0.0,0.0,6.0,6.0,-256.22,0.0,4.0,36.0
989,0.0,0.0,6.0,6.0,-255.824,-14.239,4.0,36.0
990,0.0,0.0,6.0,6.0,-254.638,-28.435,4.0,36.0
991,0.0,0.0,6.0,6.0,-252.664,-42.542,4.0,36.0
992,0.0,0.0,6.0,6.0,-249.909,-56.518,4.0,36.0
993,0.0,0.0,6.0,6.0,-246.382,-70.32,4.0,36.0
994,0.0,0.0,6.0,6.0,-242.093,-83.903,4.0,36.0
995,0.0,0.0,6.0,6.0,-237.056,-97.228,4.0,36.0
996,0.0,0.0,6.0,6.0,-231.286,-110.252,4.0,36.0
997,0.0,0.0,6.0,6.0,-224.802,-122.935,4.0,36.0
998,0.0,0.0,6.0,6.0,-217.622,-135.239,4.0,36.0
999,0.0,0.0,6.0,6.0,-209.77,-147.124,4.0,36.0
1000,0.0,0.0,6.0,6.0,-201.269,-158.555,4.0,36.0
1001,0.0,0.0,6.0,6.0,-192.147,-169.495,4.0,36.0
1002,0.0,0.0,6.0,6.0,-182.43,-179.912,4.0,36.0
1003,0.0,0.0,6.0,6.0,-172.15,-189.772,4.0,36.0
1004,0.0,0.0,6.0,6.0,-161.337,-199.046,4.0,36.0
1005,0.0,0.0,6.0,6.0,-150.026,-207.705,4.0,36.0
1006,0.0,0.0,6.0,6.0,-138.251,-215.721,4.0,36.0
1007,0.0,0.0,6.0,6.0,-126.048,-223.071,4.0,36.0
1008,0.0,0.0,6.0,6.0,-113.456,-229.731,4.0,36.0
1009,0.0,0.0,6.0,6.0,-100.514,-235.682,4.0,36.0
1010,0.0,0.0,6.0,6.0,-87.261,-240.903,4.0,36.0
1011,0.0,0.0,6.0,6.0,-73.738,-245.381,4.0,36.0
1012,0.0,0.0,6.0,6.0,-59.987,-249.099,4.0,36.0
1013,0.0,0.0,6.0,6.0,-46.05,-252.048,4.0,36.0
1014,0.0,0.0,6.0,6.0,-31.972,-254.218,4.0,36.0
1015,0.0,0.0,6.0,6.0,-17.794,-255.602,4.0,36.0
1016,0.0,0.0,6.0,6.0,-3.562,-256.196,4.0,36.0
1017,0.0,0.0,6.0,6.0,10.682,-255.998,4.0,36.0
1018,0.0,0.0,6.0,6.0,24.892,-255.008,4.0,36.0
1019,0.0,0.0,6.0,6.0,39.026,-253.231,4.0,36.0
1020,0.0,0.0,6.0,6.0,53.039,-250.671,4.0,36.0
1021,0.0,0.0,6.0,6.0,66.888,-247.336,4.0,36.0
1022,0.0,0.0,6.0,6.0,80.53,-243.236,4.0,36.0
1023,0.0,0.0,6.0,6.0,93.923,-238.385,4.0,36.0
1024,0.0,0.0,6.0,6.0,107.026,-232.796,4.0,36.0
1025,0.0,0.0,6.0,6.0,119.799,-226.489,4.0,36.0
1026,0.0,0.0,6.0,6.0,132.201,-219.481,4.0,36.0
1027,0.0,0.0,6.0,6.0,144.194,-211.795,4.0,36.0
1028,0.0,0.0,6.0,6.0,155.741,-203.454,4.0,36.0
1029,0.0,0.0,6.0,6.0,166.808,-194.484,4.0,36.0
1030,0.0,0.0,6.0,6.0,177.358,-184.913,4.0,36.0
1031,0.0,0.0,6.0,6.0,187.361,-174.771,4.0,36.0
1032,0.0,0.0,6.0,6.0,196.784,-164.088,4.0,36.0
1033,0.0,0.0,6.0,6.0,205.599,-152.898,4.0,36.0
1034,0.0,0.0,6.0,6.0,213.779,-141.236,4.0,36.0
1035,0.0,0.0,6.0,6.0,221.297,-129.137,4.0,36.0
1036,0.0,0.0,6.0,6.0,228.132,-116.639,4.0,36.0
1037,0.0,0.0,6.0,6.0,234.262,-103.78,4.0,36.0
1038,0.0,0.0,6.0,6.0,239.667,-90.601,4.0,36.0
1039,0.0,0.0,6.0,6.0,244.332,-77.141,4.0,36.0
1040,0.0,0.0,6.0,6.0,248.241,-63.443,4.0,36.0
1041,0.0,0.0,6.0,6.0,251.384,-49.549,4.0,36.0
1042,0.0,0.0,6.0,6.0,253.749,-35.502,4.0,36.0
1043,0.0,0.0,6.0,6.0,255.33,-21.345,4.0,36.0
1044,0.0,0.0,6.0,6.0,256.121,-7.122,4.0,36.0
1045,0.0,0.0,6.0,6.0,269.281,15.123,4.0,36.0
1046,0.0,0.0,6.0,6.0,268.01,30.197,4.0,36.0
1047,0.0,0.0,6.0,6.0,265.895,45.177,4.0,36.0
1048,0.0,0.0,6.0,6.0,262.944,60.015,4.0,36.0
1049,0.0,0.0,6.0,6.0,259.165,74.664,4.0,36.0
1050,0.0,0.0,6.0,6.0,254.571,89.078,4.0,36.0
1051,0.0,0.0,6.0,6.0,249.176,103.212,4.0,36.0
1052,0.0,0.0,6.0,6.0,242.996,117.021,4.0,36.0
1053,0.0,0.0,6.0,6.0,236.053,130.462,4.0,36.0
1054,0.0,0.0,6.0,6.0,228.366,143.492,4.0,36.0
1055,0.0,0.0,6.0,6.0,219.961,156.071,4.0,36.0
1056,0.0,0.0,6.0,6.0,210.864,168.159,4.0,36.0
1057,0.0,0.0,6.0,6.0,201.104,179.717,4.0,36.0
1058,0.0,0.0,6.0,6.0,190.711,190.711,4.0,36.0
1059,0.0,0.0,6.0,6.0,179.717,201.104,4.0,36.0
1060,0.0,0.0,6.0,6.0,168.159,210.864,4.0,36.0
1061,0.0,0.0,6.0,6.0,156.071,219.961,4.0,36.0
1062,0.0,0.0,6.0,6.0,143.492,228.366,4.0,36.0
1063,0.0,0.0,6.0,6.0,130.462,236.053,4.0,36.0
1064,0.0,0.0,6.0,6.0,117.021,242.996,4.0,36.0
1065,0.0,0.0,6.0,6.0,103.212,249.176,4.0,36.0
1066,0.0,0.0,6.0,6.0,89.078,254.571,4.0,36.0
1067,0.0,0.0,6.0,6.0,74.664,259.165,4.0,36.0
1068,0.0,0.0,6.0,6.0,60.015,262.944,4.0,36.0
1069,0.0,0.0,6.0,6.0,45.177,265.895,4.0,36.0
1070,0.0,0.0,6.0,6.0,30.197,268.01,4.0,36.0
1071,0.0,0.0,6.0,6.0,15.123,269.281,4.0,36.0
1072,0.0,0.0,6.0,6.0,0.0,269.706,4.0,36.0
1073,0.0,0.0,6.0,6.0,-15.123,269.281,4.0,36.0
1074,0.0,0.0,6.0,6.0,-30.197,268.01,4.0,36.0
1075,0.0,0.0,6.0,6.0,-45.177,265.895,4.0,36.0
1076,0.0,0.0,6.0,6.0,-60.015,262.944,4.0,36.0
1077,0.0,0.0,6.0,6.0,-74.664,259.165,4.0,36.0
1078,0.0,0.0,6.0,6.0,-89.078,254.571,4.0,36.0
1079,0.0,0.0,6.0,6.0,-103.212,249.176,4.0,36.0
1080,0.0,0.0,6.0,6.0,-117.021,242.996,4.0,36.0
1081,0.0,0.0,6.0,6.0,-130.462,236.053,4.0,36.0
1082,0.0,0.0,6.0,6.0,-143.492,228.366,4.0,36.0
1083,0.0,0.0,6.0,6.0,-156.071,219.961,4.0,36.0
1084,0.0,0.0,6.0,6.0,-168.159,210.864,4.0,36.0
1085,0.0,0.0,6.0,6.0,-179.717,201.104,4.0,36.0
1086,0.0,0.0,6.0,6.0,-190.711,190.711,4.0,36.0
1087,0.0,0.0,6.0,6.0,-201.104,179.717,4.0,36.0
1088,0.0,0.0,6.0,6.0,-210.864,168.159,4.0,36.0
1089,0.0,0.0,6.0,6.0,-219.961,156.071,4.0,36.0
1090,0.0,0.0,6.0,6.0,-228.366,143.492,4.0,36.0
1091,0.0,0.0,6.0,6.0,-236.053,130.462,4.0,36.0
1092,0.0,0.0,6.0,6.0,-242.996,117.021,4.0,36.0
1093,0.0,0.0,6.0,6.0,-249.176,103.212,4.0,36.0
1094,0.0,0.0,6.0,6.0,-254.571,89.078,4.0,36.0
1095,0.0,0.0,6.0,6.0,-259.165,74.664,4.0,36.0
1096,0.0,0.0,6.0,6.0,-262.944,60.015,4.0,36.0
1097,0.0,0.0,6.0,6.0,-265.895,45.177,4.0,36.0
1098,0.0,0.0,6.0,6.0,-268.01,30.197,4.0,36.0
1099,0.0,0.0,6.0,6.0,-269.281,15.123,4.0,36.0
1100,0.0,0.0,6.0,6.0,-269.706,0.0,4.0,36.0
1101,0.0,0.0,6.0,6.0,-269.281,-15.123,4.0,36.0
1102,0.0,0.0,6.0,6.0,-268.01,-30.197,4.0,36.0
1103,0.0,0.0,6.0,6.0,-265.895,-45.177,4.0,36.0
1104,0.0,0.0,6.0,6.0,-262.944,-60.015,4.0,36.0
1105,0.0,0.0,6.0,6.0,-259.165,-74.664,4.0,36.0
1106,0.0,0.0,6.0,6.0,-254.571,-89.078,4.0,36.0
1107,0.0,0.0,6.0,6.0,-249.176,-103.212,4.0,36.0
1108,0.0,0.0,6.0,6.0,-242.996,-117.021,4.0,36.0
1109,0.0,0.0,6.0,6.0,-236.053,-130.462,4.0,36.0
1110,0.0,0.0,6.0,6.0,-228.366,-143.492,4.0,36.0
1111,0.0,0.0,6.0,6.0,-219.961,-156.071,4.0,36.0
1112,0.0,0.0,6.0,6.0,-210.864,-168.159,4.0,36.0
1113,0.0,0.0,6.0,6.0,-201.104,-179.717,4.0,36.0
1114,0.0,0.0,6.0,6.0,-190.711,-190.711,4.0,36.0
1115,0.0,0.0,6.0,6.0,-179.717,-201.104,4.0,36.0
1116,0.0,0.0,6.0,6.0,-168.159,-210.864,4.0,36.0
1117,0.0,0.0,6.0,6.0,-156.071,-219.961,4.0,36.0
1118,0.0,0.0,6.0,6.0,-143.492,-228.366,4.0,36.0
1119,0.0,0.0,6.0,6.0,-130.462,-236.053,4.0,36.0
1120,0.0,0.0,6.0,6.0,-117.021,-242.996,4.0,36.0
1121,0.0,0.0,6.0,6.0,-103.212,-249.176,4.0,36.0
1122,0.0,0.0,6.0,6.0,-89.078,-254.571,4.0,36.0
1123,0.0,0.0,6.0,6.0,-74.664,-259.165,4.0,36.0
1124,0.0,0.0,6.0,6.0,-60.015,-262.944,4.0,36.0
1125,0.0,0.0,6.0,6.0,-45.177,-265.895,4.0,36.0
1126,0.0,0.0,6.0,6.0,-30.197,-268.01,4.0,36.0
1127,0.0,0.0,6.0,6.0,-15.123,-269.281,4.0,36.0
1128,0.0,0.0,6.0,6.0,0.0,-269.706,4.0,36.0
1129,0.0,0.0,6.0,6.0,15.123,-269.281,4.0,36.0
1130,0.0,0.0,6.0,6.0,30.197,-268.01,4.0,36.0
1131,0.0,0.0,6.0,6.0,45.177,-265.895,4.0,36.0
1132,0.0,0.0,6.0,6.0,60.015,-262.944,4.0,36.0
1133,0.0,0.0,6.0,6.0,74.664,-259.165,4.0,36.0
1134,0.0,0.0,6.0,6.0,89.078,-254.571,4.0,36.0
1135,0.0,0.0,6.0,6.0,103.212,-249.176,4.0,36.0
1136,0.0,0.0,6.0,6.0,117.021,-242.996,4.0,36.0
1137,0.0,0.0,6.0,6.0,130.462,-236.053,4.0,36.0
1138,0.0,0.0,6.0,6.0,143.492,-228.366,4.0,36.0
1139,0.0,0.0,6.0,6.0,156.071,-219.961,4.0,36.0
1140,0.0,0.0,6.0,6.0,168.159,-210.864,4.0,36.0
1141,0.0,0.0,6.0,6.0,179.717,-201.104,4.0,36.0
1142,0.0,0.0,6.0,6.0,190.711,-190.711,4.0,36.0
1143,0.0,0.0,6.0,6.0,201.104,-179.717,4.0,36.0
1144,0.0,0.0,6.0,6.0,210.864,-168.159,4.0,36.0
1145,0.0,0.0,6.0,6.0,219.961,-156.071,4.0,36.0
1146,0.0,0.0,6.0,6.0,228.366,-143.492,4.0,36.0
1147,0.0,0.0,6.0,6.0,236.053,-130.462,4.0,36.0
1148,0.0,0.0,6.0,6.0,242.996,-117.021,4.0,36.0
1149,0.0,0.0,6.0,6.0,249.176,-103.212,4.0,36.0
1150,0.0,0.0,6.0,6.0,254.571,-89.078,4.0,36.0
1151,0.0,0.0,6.0,6.0,259.165,-74.664,4.0,36.0
1152,0.0,0.0,6.0,6.0,262.944,-60.015,4.0,36.0
1153,0.0,0.0,6.0,6.0,265.895,-45.177,4.0,36.0
1154,0.0,0.0,6.0,6.0,268.01,-30.197,4.0,36.0
1155,0.0,0.0,6.0,6.0,269.281,-15.123,4.0,36.0
1156,0.0,0.0,6.0,6.0,269.706,0.0,4.0,36.0
1157,0.0,0.0,6.0,6.0,283.067,8.392,4.0,36.0
1158,0.0,0.0,6.0,6.0,282.072,25.146,4.0,36.0
1159,0.0,0.0,6.0,6.0,280.087,41.812,4.0,36.0
1160,0.0,0.0,6.0,6.0,277.118,58.331,4.0,36.0
1161,0.0,0.0,6.0,6.0,273.176,74.645,4.0,36.0
1162,0.0,0.0,6.0,6.0,268.274,90.698,4.0,36.0
1163,0.0,0.0,6.0,6.0,262.43,106.431,4.0,36.0
1164,0.0,0.0,6.0,6.0,255.664,121.791,4.0,36.0
1165,0.0,0.0,6.0,6.0,248.0,136.722,4.0,36.0
1166,0.0,0.0,6.0,6.0,239.465,151.174,4.0,36.0
1167,0.0,0.0,6.0,6.0,230.089,165.094,4.0,36.0
1168,0.0,0.0,6.0,6.0,219.904,178.435,4.0,36.0
1169,0.0,0.0,6.0,6.0,208.948,191.149,4.0,36.0
1170,0.0,0.0,6.0,6.0,197.257,203.192,4.0,36.0
1171,0.0,0.0,6.0,6.0,184.873,214.52,4.0,36.0
1172,0.0,0.0,6.0,6.0,171.84,225.096,4.0,36.0
1173,0.0,0.0,6.0,6.0,158.204,234.88,4.0,36.0
1174,0.0,0.0,6.0,6.0,144.011,243.84,4.0,36.0
1175,0.0,0.0,6.0,6.0,129.313,251.943,4.0,36.0
1176,0.0,0.0,6.0,6.0,114.161,259.161,4.0,36.0
1177,0.0,0.0,6.0,6.0,98.608,265.469,4.0,36.0
1178,0.0,0.0,6.0,6.0,82.708,270.844,4.0,36.0
1179,0.0,0.0,6.0,6.0,66.518,275.268,4.0,36.0
1180,0.0,0.0,6.0,6.0,50.094,278.725,4.0,36.0
1181,0.0,0.0,6.0,6.0,33.494,281.203,4.0,36.0
1182,0.0,0.0,6.0,6.0,16.776,282.694,4.0,36.0
1183,0.0,0.0,6.0,6.0,0.0,283.191,4.0,36.0
1184,0.0,0.0,6.0,6.0,-16.776,282.694,4.0,36.0
